z [m],qc [MPa],fs [MPa],u2 [MPa],ID,Location ID,Blowcount [Blows/m],Normalised ENTRHU [-],Normalised hammer energy [-],Number of blows,Diameter [m],Bottom wall thickness [mm],Pile penetration [m]
16.0,51.35349794050344,0.4165762013729978,0.2210742677345539,DX__16_0,DX,108.0,0.400125,0.5335000000000001,948.0,2.48,50.0,32.0
16.5,49.88352999999999,0.4806999999999991,0.169125,DX__16_5,DX,108.0,0.4251875,0.5669166666666667,1001.0,2.48,50.0,32.0
17.0,51.70129999999999,0.5099400000000011,0.17425,DX__17_0,DX,108.0,0.45025,0.6003333333333333,1054.0,2.48,50.0,32.0
17.5,48.11581355932203,0.4713052730696798,0.179375,DX__17_5,DX,104.0,0.4515,0.602,1107.0,2.48,50.0,32.0
18.0,42.78391818181819,0.4024636363636362,0.1845,DX__18_0,DX,100.0,0.45275,0.6036666666666667,1160.0,2.48,50.0,32.0
18.5,49.44705454545554,0.5079636363636243,0.189625,DX__18_5,DX,98.0,0.46125,0.615,1209.5,2.48,50.0,32.0
19.0,35.85016315789473,0.2288426900584796,0.19475,DX__19_0,DX,96.0,0.4697500000000001,0.6263333333333333,1259.0,2.48,50.0,32.0
19.5,35.53291169590643,0.2662046133853151,0.199875,DX__19_5,DX,88.0,0.4670291666666667,0.6227083333333333,1296.5,2.48,50.0,32.0
20.0,35.21566023391813,0.3035665367121507,0.205,DX__20_0,DX,80.0,0.4643083333333333,0.6190833333333333,1334.0,2.48,50.0,32.0
20.5,31.56636,0.3038199999999996,0.210125,DX__20_5,DX,80.0,0.4704375,0.62725,1373.0,2.48,50.0,32.0
21.0,32.21300909090908,0.2222363636363634,0.21525,DX__21_0,DX,80.0,0.4765666666666666,0.6354166666666666,1412.0,2.48,50.0,32.0
21.5,23.34292596566524,0.2279935622317598,0.2530747719957081,DX__21_5,DX,76.0,0.4819416666666666,0.6425833333333333,1447.5,2.48,50.0,32.0
22.0,23.37192000000003,0.2062600000000002,0.3319349999999993,DX__22_0,DX,72.0,0.4873166666666666,0.64975,1483.0,2.48,50.0,32.0
22.5,24.95442000000005,0.4065199999999985,0.1088749999999975,DX__22_5,DX,72.0,0.4871583333333333,0.6495416666666667,1518.5,2.48,50.0,32.0
23.0,18.63802727272728,0.1944636363636364,0.02176590909090908,DX__23_0,DX,72.0,0.487,0.6493333333333333,1554.0,2.48,50.0,32.0
23.5,13.53582,0.12632,0.1161349999999999,DX__23_5,DX,70.0,0.4863125,0.6484166666666666,1587.5,2.48,50.0,32.0
24.0,13.53713636363636,0.1236909090909091,0.2297568181818183,DX__24_0,DX,68.0,0.485625,0.6475,1621.0,2.48,50.0,32.0
24.5,13.05540846774194,0.1031290322580646,0.3262699596774194,DX__24_5,DX,72.0,0.4791541666666667,0.638875,1657.5,2.48,50.0,32.0
25.0,12.16918,0.08366000000000007,0.3352550000000001,DX__25_0,DX,76.0,0.4726833333333333,0.63025,1694.0,2.48,50.0,32.0
25.5,11.91308999999998,0.0750999999999999,0.3249749999999998,DX__25_5,DX,82.0,0.4737791666666666,0.6317083333333333,1733.5,2.48,50.0,32.0
26.0,12.89221818181819,0.1355909090909093,0.287134090909091,DX__26_0,DX,88.0,0.474875,0.6331666666666667,1773.0,2.48,50.0,32.0
26.5,11.2478,0.0957,0.158725,DX__26_5,DX,90.0,0.4791249999999999,0.6388333333333334,1817.0,2.48,50.0,32.0
27.0,12.03179090909093,0.1262999999999999,0.1783340909090908,DX__27_0,DX,92.0,0.4833749999999999,0.6445,1861.0,2.48,50.0,32.0
27.5,4.70471437699682,0.1259624600638978,0.1794270766773163,DX__27_5,DX,90.0,0.4870625,0.6494166666666666,1904.5,2.48,50.0,32.0
28.0,16.38985814696485,0.1605870607028754,0.2164478434504792,DX__28_0,DX,88.0,0.49075,0.6543333333333333,1948.0,2.48,50.0,32.0
28.5,28.07500191693287,0.1952116613418529,0.2534686102236421,DX__28_5,DX,92.0,0.4944375,0.65925,1995.5,2.48,50.0,32.0
29.0,39.97765,0.1622749999999997,0.263325,DX__29_0,DX,96.0,0.498125,0.6641666666666667,2043.0,2.48,50.0,32.0
29.5,44.14865,0.21325,0.270475,DX__29_5,DX,98.0,0.5062166666666666,0.6749583333333333,2092.0,2.48,50.0,32.0
30.0,46.14469999999995,0.2066714285714286,0.272710714285714,DX__30_0,DX,100.0,0.5143083333333333,0.68575,2141.0,2.48,50.0,32.0
30.5,42.2062,0.2669,0.280325,DX__30_5,DX,102.0,0.5276208333333333,0.7035,2193.0,2.48,50.0,32.0
31.0,40.16815555555554,0.1894666666666666,0.2753250000000003,DX__31_0,DX,104.0,0.5409333333333334,0.72125,2245.0,2.48,50.0,32.0
31.5,62.78922245762713,0.3242000000000002,0.306115591101695,DX__31_5,DX,,,,,2.48,50.0,32.0
32.0,74.43323749999998,0.7539749999999987,0.328,DX__32_0,DX,,,,,2.48,50.0,32.0
32.5,68.58500000000004,0.8005200000000018,0.333125,DX__32_5,DX,,,,,,,
33.0,72.69460705882365,0.6532611764705885,0.3382500000000001,DX__33_0,DX,,,,,,,
33.5,63.16780999999992,0.7398400000000178,0.343375,DX__33_5,DX,,,,,,,
34.0,64.1869222222224,0.8525777777777911,0.3485,DX__34_0,DX,,,,,,,
34.5,25.3655558912387,0.3013818731117821,0.3504995679758308,DX__34_5,DX,,,,,,,
35.0,32.89554078549849,0.2071975830815709,0.344134009063444,DX__35_0,DX,,,,,,,
35.5,40.42552567975828,0.1130132930513598,0.3377684501510574,DX__35_5,DX,,,,,,,
36.0,60.63310688336519,0.4116124282982797,0.3532832179732314,DX__36_0,DX,,,,,,,
36.5,59.66914545454544,0.7112636363636364,0.374125,DX__36_5,DX,,,,,,,
37.0,72.55193333333341,0.8544666666666632,0.37925,DX__37_0,DX,,,,,,,
37.5,77.19236198347113,0.7669446280991765,0.384375,DX__37_5,DX,,,,,,,
38.0,85.94092500000038,0.9090749999999986,0.3895,DX__38_0,DX,,,,,,,
38.5,60.67649999999998,0.7545800000000001,0.394625,DX__38_5,DX,,,,,,,
1.0,6.129045454545454,0.03665454545454545,0.02073636363636364,CK__1_0,CK,,,,,2.48,50.0,29.0
1.5,5.108879999999999,0.04212999999999999,0.02582000000000001,CK__1_5,CK,,,,,2.48,50.0,29.0
2.0,1.921963636363636,0.0213909090909091,0.02806363636363637,CK__2_0,CK,,,,,2.48,50.0,29.0
2.5,7.178760000000005,0.02125999999999999,-0.02055999999999992,CK__2_5,CK,,,,,2.48,50.0,29.0
3.0,7.732236106489185,0.06234908485856905,0.04195590682196339,CK__3_0,CK,,,,,2.48,50.0,29.0
3.5,6.638808485856905,0.0636801996672213,0.01745507487520798,CK__3_5,CK,,,,,2.48,50.0,29.0
4.0,3.607672727272725,0.1053,-0.02574999999999998,CK__4_0,CK,6.0,0.12,0.16,4.0,2.48,50.0,29.0
4.5,16.63662,0.15441,0.006860000000000028,CK__4_5,CK,9.0,0.11625,0.155,8.0,2.48,50.0,29.0
5.0,23.61033333333333,0.1703,0.06961666666666667,CK__5_0,CK,12.0,0.1125,0.15,12.0,2.48,50.0,29.0
5.5,26.41630000000001,0.1881599999999999,0.08148999999999997,CK__5_5,CK,18.0,0.115,0.1533333333333333,20.5,2.48,50.0,29.0
6.0,23.68003894080997,0.1794442367601246,0.08631105919003115,CK__6_0,CK,24.0,0.1175,0.1566666666666667,29.0,2.48,50.0,29.0
6.5,22.78455607476636,0.1513757009345794,0.08179392523364486,CK__6_5,CK,26.0,0.1184375,0.1579166666666667,41.0,2.48,50.0,29.0
7.0,21.88907320872274,0.1233071651090343,0.07727679127725857,CK__7_0,CK,28.0,0.119375,0.1591666666666667,53.0,2.48,50.0,29.0
7.5,21.49231111111112,0.09817777777777786,0.07328333333333335,CK__7_5,CK,34.0,0.14875,0.1983333333333334,72.5,2.48,50.0,29.0
8.0,22.2623,0.14248,0.08175,CK__8_0,CK,40.0,0.178125,0.2375,92.0,2.48,50.0,29.0
8.5,20.1039,0.1252,0.08835000000000001,CK__8_5,CK,50.0,0.1803125,0.2404166666666666,114.5,2.48,50.0,29.0
9.0,26.82403,0.1586,0.09306,CK__9_0,CK,60.0,0.1825,0.2433333333333333,137.0,2.48,50.0,29.0
9.5,27.30285,0.17009,0.09847000000000002,CK__9_5,CK,58.0,0.2425,0.3233333333333333,166.5,2.48,50.0,29.0
10.0,33.29793165938864,0.1942853711790392,0.1064219432314411,CK__10_0,CK,56.0,0.3025,0.4033333333333333,196.0,2.48,50.0,29.0
10.5,32.7823,0.1691,0.1125,CK__10_5,CK,60.0,0.319375,0.4258333333333333,253.5,2.48,50.0,29.0
11.0,33.1467,0.25615,0.1306,CK__11_0,CK,64.0,0.33625,0.4483333333333333,311.0,2.48,50.0,29.0
11.5,32.73852,0.1805599999999999,0.1373199999999999,CK__11_5,CK,70.0,0.349375,0.4658333333333333,347.5,2.48,50.0,29.0
12.0,31.26232999999992,0.1614500000000001,0.14217,CK__12_0,CK,76.0,0.3625,0.4833333333333333,384.0,2.48,50.0,29.0
12.5,40.1408,0.2516,0.1476,CK__12_5,CK,76.0,0.3975,0.53,423.5,2.48,50.0,29.0
13.0,38.9549,0.2408861538461539,0.1459712820512821,CK__13_0,CK,76.0,0.4325,0.5766666666666667,463.0,2.48,50.0,29.0
13.5,39.05447999999998,0.2375799999999999,0.1197900000000001,CK__13_5,CK,78.0,0.46125,0.615,502.5,2.48,50.0,29.0
14.0,52.53647500000001,0.286875,0.13335,CK__14_0,CK,80.0,0.49,0.6533333333333333,542.0,2.48,50.0,29.0
14.5,41.2108,0.3705333333333333,0.1363166666666667,CK__14_5,CK,74.0,0.5109375,0.6812499999999999,576.5,2.48,50.0,29.0
15.0,32.2106,0.1762299999999997,0.1315700000000001,CK__15_0,CK,68.0,0.531875,0.7091666666666666,611.0,2.48,50.0,29.0
15.5,34.46373333333332,0.1875444444444443,0.1469055555555555,CK__15_5,CK,66.0,0.534375,0.7124999999999999,644.0,2.48,50.0,29.0
16.0,35.72959916317992,0.2316140167364017,0.1514780423640167,CK__16_0,CK,64.0,0.536875,0.7158333333333333,677.0,2.48,50.0,29.0
16.5,20.82285,0.1674,0.169125,CK__16_5,CK,68.0,0.55,0.7333333333333334,712.5,2.48,50.0,29.0
17.0,20.59386363636364,0.1536272727272727,0.17425,CK__17_0,CK,72.0,0.563125,0.7508333333333334,748.0,2.48,50.0,29.0
17.5,22.97525405405405,0.1683918918918919,0.1740169087837838,CK__17_5,CK,72.0,0.5678125,0.7570833333333333,783.0,2.48,50.0,29.0
18.0,22.45458000000001,0.1498000000000001,0.157245,CK__18_0,CK,72.0,0.5725,0.7633333333333333,818.0,2.48,50.0,29.0
18.5,34.82093,0.26174,0.163475,CK__18_5,CK,70.0,0.565,0.7533333333333333,853.0,2.48,50.0,29.0
19.0,57.8617104385423,0.2942985176034589,0.1775070997529339,CK__19_0,CK,68.0,0.5575,0.7433333333333333,888.0,2.48,50.0,29.0
19.5,47.13623174799257,0.2473250772081531,0.1886992708462014,CK__19_5,CK,70.0,0.5584374999999999,0.7445833333333334,924.0,2.48,50.0,29.0
20.0,36.41075305744285,0.2003516368128474,0.1998914419394688,CK__20_0,CK,72.0,0.559375,0.7458333333333333,960.0,2.48,50.0,29.0
20.5,37.5018,0.1705,0.210125,CK__20_5,CK,72.0,0.5525,0.7366666666666667,995.0,2.48,50.0,29.0
21.0,37.67458000000004,0.3920400000000004,0.21525,CK__21_0,CK,72.0,0.545625,0.7275,1030.0,2.48,50.0,29.0
21.5,50.06389133858266,0.6883737532808389,0.220375,CK__21_5,CK,72.0,0.5775,0.77,1066.0,2.48,50.0,29.0
22.0,52.87566666666667,0.6654333333333333,0.2255,CK__22_0,CK,72.0,0.609375,0.8125,1102.0,2.48,50.0,29.0
22.5,54.01614000000004,0.7198000000000018,0.230625,CK__22_5,CK,74.0,0.614375,0.8191666666666666,1139.0,2.48,50.0,29.0
23.0,50.64541118421048,0.6797315789473672,0.23575,CK__23_0,CK,76.0,0.619375,0.8258333333333333,1176.0,2.48,50.0,29.0
23.5,43.0667,0.4282,0.240875,CK__23_5,CK,74.0,0.6250333333333333,0.8333333333333333,1210.5,2.48,50.0,29.0
24.0,45.6908,0.6170099999999998,0.246,CK__24_0,CK,72.0,0.6306916666666667,0.8408333333333333,1245.0,2.48,50.0,29.0
24.5,34.06350880361175,0.6511738148984211,0.251125,CK__24_5,CK,72.0,0.6499083333333333,0.8666666666666667,1281.0,2.48,50.0,29.0
25.0,34.39575,0.3624800000000007,0.25625,CK__25_0,CK,72.0,0.6691250000000001,0.8925,1317.0,2.48,50.0,29.0
25.5,33.21769999999999,0.4591000000000003,0.261375,CK__25_5,CK,76.0,0.6675,0.8899999999999999,1356.0,2.48,50.0,29.0
26.0,44.65576666666666,0.6900604166666662,0.2663543645833333,CK__26_0,CK,80.0,0.665875,0.8875,1395.0,2.48,50.0,29.0
26.5,68.08833931623934,0.4584176638176634,0.1877856481481478,CK__26_5,CK,84.0,0.6645625,0.8858333333333333,1435.0,2.48,50.0,29.0
27.0,73.60024999999997,0.6492200000000012,0.27675,CK__27_0,CK,88.0,0.66325,0.8841666666666667,1475.0,2.48,50.0,29.0
27.5,88.59504999999987,1.183800000000002,0.281875,CK__27_5,CK,88.0,0.6641250000000001,0.8854166666666667,1518.0,2.48,50.0,29.0
28.0,59.48057124735731,0.813325158562369,0.287,CK__28_0,CK,88.0,0.665,0.8866666666666667,1561.0,2.48,50.0,29.0
28.5,62.59486666666667,0.7837666666666667,0.292125,CK__28_5,CK,,,,,2.48,50.0,29.0
29.0,76.16590000000001,1.048333333333333,0.29725,CK__29_0,CK,,,,,2.48,50.0,29.0
29.5,53.43079863013698,0.8093465753424659,0.302375,CK__29_5,CK,,,,,,,
30.0,68.16184999999999,0.7475499999999999,0.3075000000000001,CK__30_0,CK,,,,,,,
30.5,86.6225857142857,0.9451142857142871,0.312625,CK__30_5,CK,,,,,,,
31.0,82.84765999999995,0.9920899999999984,0.31775,CK__31_0,CK,,,,,,,
31.5,67.94023999999989,0.7951999999999992,0.322875,CK__31_5,CK,,,,,,,
32.0,73.5139,0.841,0.328,CK__32_0,CK,,,,,,,
32.5,44.73499710982654,0.5460352601156064,0.333125,CK__32_5,CK,,,,,,,
33.0,32.06278999999996,0.3772599999999982,0.33825,CK__33_0,CK,,,,,,,
33.5,26.36958000000014,0.4588000000000073,0.343375,CK__33_5,CK,,,,,,,
34.0,43.92711590909092,0.5377220454545454,0.3485,CK__34_0,CK,,,,,,,
34.5,57.8396,0.5675,0.353625,CK__34_5,CK,,,,,,,
35.0,50.32672000000004,0.6038000000000022,0.35875,CK__35_0,CK,,,,,,,
35.5,59.27936017505471,0.6147109409190373,0.363875,CK__35_5,CK,,,,,,,
36.0,73.06001666666654,0.6930999999999915,0.3690000000000001,CK__36_0,CK,,,,,,,
36.5,66.64931249999994,0.7620374999999998,0.374125,CK__36_5,CK,,,,,,,
37.0,61.21640340909091,0.7303586363636358,0.37925,CK__37_0,CK,,,,,,,
37.5,73.07255,0.8433,0.384375,CK__37_5,CK,,,,,,,
38.0,66.64422222222245,0.8770777777777821,0.3895,CK__38_0,CK,,,,,,,
38.5,50.95087532228357,0.6460817679558,0.394625,CK__38_5,CK,,,,,,,
39.0,39.51435,0.3402,0.39975,CK__39_0,CK,,,,,,,
39.5,62.57816666666667,0.6287,0.404875,CK__39_5,CK,,,,,,,
0.5,1.2587,0.0136,0.005,AV__0_5,AV,,,,,2.48,55.0,32.0
1.0,5.0266,0.0357,-0.1376,AV__1_0,AV,,,,,2.48,55.0,32.0
1.5,8.3592,0.0689,0.0262,AV__1_5,AV,,,,,2.48,55.0,32.0
2.0,10.9846,0.074,0.033,AV__2_0,AV,,,,,2.48,55.0,32.0
2.5,13.1278,0.0929,0.038,AV__2_5,AV,,,,,2.48,55.0,32.0
3.0,13.25936551724138,0.1048551724137931,0.0494603448275862,AV__3_0,AV,4.0,0.190625,0.2541666666666667,3.0,2.48,55.0,32.0
3.5,20.0752,0.1542,0.04855,AV__3_5,AV,4.0,0.1775,0.2366666666666667,6.0,2.48,55.0,32.0
4.0,21.6156,0.1854,0.06045,AV__4_0,AV,4.0,0.164375,0.2191666666666667,9.0,2.48,55.0,32.0
4.5,20.8682,0.1823,0.07214999999999999,AV__4_5,AV,4.0,0.146875,0.1958333333333334,15.0,2.48,55.0,32.0
5.0,28.4102,0.2378,0.07995,AV__5_0,AV,4.0,0.129375,0.1725,21.0,2.48,55.0,32.0
5.5,36.0453,0.3082,0.09075,AV__5_5,AV,18.0,0.1296875,0.1729166666666667,30.5,2.48,55.0,32.0
6.0,30.98978000000001,0.2595342857142858,0.08360285714285715,AV__6_0,AV,32.0,0.13,0.1733333333333333,40.0,2.48,55.0,32.0
6.5,33.0037,0.2483,0.0798,AV__6_5,AV,52.0,0.135625,0.1808333333333333,63.5,2.48,55.0,32.0
7.0,37.1976,0.2812,0.0883,AV__7_0,AV,72.0,0.14125,0.1883333333333333,87.0,2.48,55.0,32.0
7.5,34.7707,0.2756,0.1076,AV__7_5,AV,74.0,0.1784375,0.2379166666666666,121.0,2.48,55.0,32.0
8.0,41.1994,0.2974,0.1155,AV__8_0,AV,76.0,0.215625,0.2875,155.0,2.48,55.0,32.0
8.5,38.0581,0.3044,0.1178,AV__8_5,AV,74.0,0.2578125,0.34375,192.5,2.48,55.0,32.0
9.0,29.64437692307692,0.2898384615384615,0.1374615384615385,AV__9_0,AV,72.0,0.3,0.4,230.0,2.48,55.0,32.0
9.5,19.25745384615385,0.2092935897435897,0.1559230769230769,AV__9_5,AV,54.0,0.3096875,0.4129166666666667,257.5,2.48,55.0,32.0
10.0,8.870530769230776,0.128748717948718,0.1743846153846154,AV__10_0,AV,36.0,0.319375,0.4258333333333333,285.0,2.48,55.0,32.0
10.5,3.1111,0.1142,0.2617,AV__10_5,AV,28.0,0.3165625,0.4220833333333333,295.5,2.48,55.0,32.0
11.0,5.1612,0.0839,0.02930000000000001,AV__11_0,AV,20.0,0.31375,0.4183333333333333,306.0,2.48,55.0,32.0
11.5,32.1301,0.1898,-0.02879999999999999,AV__11_5,AV,32.0,0.3178125,0.42375,321.5,2.48,55.0,32.0
12.0,33.1689,0.2605,0.1466,AV__12_0,AV,44.0,0.321875,0.4291666666666666,337.0,2.48,55.0,32.0
12.5,8.4761,0.1555,0.0897,AV__12_5,AV,44.0,0.3221875,0.4295833333333333,359.0,2.48,55.0,32.0
13.0,6.685991999999999,0.104784,-0.06116999999999992,AV__13_0,AV,44.0,0.3225,0.43,381.0,2.48,55.0,32.0
13.5,4.9973,0.1118,-0.13935,AV__13_5,AV,38.0,0.3225,0.43,398.5,2.48,55.0,32.0
14.0,8.1778,0.1191,-0.14605,AV__14_0,AV,32.0,0.3225,0.43,416.0,2.48,55.0,32.0
14.5,10.0029,0.1724,-0.23825,AV__14_5,AV,54.0,0.3203125,0.4270833333333334,444.0,2.48,55.0,32.0
15.0,40.2847,0.3314,-0.22435,AV__15_0,AV,76.0,0.318125,0.4241666666666667,472.0,2.48,55.0,32.0
15.5,44.05693396226415,0.4231415094339623,-0.09909150943396222,AV__15_5,AV,74.0,0.3828125,0.5104166666666667,513.0,2.48,55.0,32.0
16.0,45.31325471698113,0.550311320754717,0.049988679245283,AV__16_0,AV,72.0,0.4475,0.5966666666666667,554.0,2.48,55.0,32.0
16.5,47.2178,0.555,-0.03739999999999999,AV__16_5,AV,72.0,0.4490625,0.59875,590.5,2.48,55.0,32.0
17.0,44.4717,0.4523,-0.1555,AV__17_0,AV,72.0,0.450625,0.6008333333333333,627.0,2.48,55.0,32.0
17.5,28.3633,0.2171,-0.2184,AV__17_5,AV,76.0,0.463125,0.6174999999999999,665.0,2.48,55.0,32.0
18.0,35.56334473684209,0.4983657894736836,-0.2016434210526317,AV__18_0,AV,80.0,0.475625,0.6341666666666667,703.0,2.48,55.0,32.0
18.5,49.07620657894736,0.9722802631578944,-0.05025197368421064,AV__18_5,AV,74.0,0.496875,0.6625,741.5,2.48,55.0,32.0
19.0,62.58906842105262,1.446194736842105,0.1011394736842104,AV__19_0,AV,68.0,0.518125,0.6908333333333333,780.0,2.48,55.0,32.0
19.5,73.3021,1.7613,0.199875,AV__19_5,AV,70.0,0.534375,0.7124999999999999,817.0,2.48,55.0,32.0
20.0,62.8654,1.4415,0.205,AV__20_0,AV,72.0,0.550625,0.7341666666666666,854.0,2.48,55.0,32.0
20.5,46.42626842105265,0.7464947368421055,0.1471934210526318,AV__20_5,AV,74.0,0.5621875000000001,0.7495833333333333,891.0,2.48,55.0,32.0
21.0,38.26343947368422,0.5674815789473686,-0.005010526315789327,AV__21_0,AV,76.0,0.57375,0.765,928.0,2.48,55.0,32.0
21.5,30.1006105263158,0.3884684210526317,-0.1572144736842104,AV__21_5,AV,70.0,0.5709375,0.76125,962.0,2.48,55.0,32.0
22.0,29.9702,0.2437,-0.307025,AV__22_0,AV,64.0,0.568125,0.7575,996.0,2.48,55.0,32.0
22.5,24.088,0.2554,-0.294925,AV__22_5,AV,66.0,0.5706249999999999,0.7608333333333333,1031.0,2.48,55.0,32.0
23.0,19.8737,0.3079,-0.2933250000000001,AV__23_0,AV,68.0,0.573125,0.7641666666666667,1066.0,2.48,55.0,32.0
23.5,34.2547,0.4105,-0.245525,AV__23_5,AV,70.0,0.575,0.7666666666666666,1102.5,2.48,55.0,32.0
24.0,38.2376,0.5591,0.216475,AV__24_0,AV,72.0,0.576875,0.7691666666666667,1139.0,2.48,55.0,32.0
24.5,26.144,0.36098,0.232993,AV__24_5,AV,72.0,0.580625,0.7741666666666667,1176.0,2.48,55.0,32.0
25.0,30.8008,0.3884,0.122225,AV__25_0,AV,72.0,0.584375,0.7791666666666667,1213.0,2.48,55.0,32.0
25.5,34.0059,0.4103,0.05992499999999998,AV__25_5,AV,80.0,0.5818749999999999,0.7758333333333334,1252.5,2.48,55.0,32.0
26.0,37.2064,0.5448,0.260325,AV__26_0,AV,88.0,0.579375,0.7725,1292.0,2.48,55.0,32.0
26.5,38.9797,0.5478,0.298225,AV__26_5,AV,82.0,0.5784374999999999,0.77125,1331.5,2.48,55.0,32.0
27.0,33.6887,0.3722,-0.07547500000000001,AV__27_0,AV,76.0,0.5775,0.77,1371.0,2.48,55.0,32.0
27.5,24.38463076923079,0.387546153846154,0.01186730769230778,AV__27_5,AV,72.0,0.5834375,0.7779166666666667,1403.0,2.48,55.0,32.0
28.0,12.6022,0.2943,-0.149625,AV__28_0,AV,68.0,0.589375,0.7858333333333334,1435.0,2.48,55.0,32.0
28.5,27.8103,0.4601,-0.179125,AV__28_5,AV,74.0,0.5549999999999999,0.74,1467.5,2.48,55.0,32.0
29.0,32.5414,0.3091,-0.2529250000000001,AV__29_0,AV,80.0,0.520625,0.6941666666666667,1500.0,2.48,55.0,32.0
29.5,54.35568767123289,0.7053726027397264,-0.1491056849315067,AV__29_5,AV,80.0,0.54375,0.7250000000000001,1536.0,2.48,55.0,32.0
30.0,63.52421506849315,1.045989041095891,0.02703472602739732,AV__30_0,AV,80.0,0.566875,0.7558333333333334,1572.0,2.48,55.0,32.0
30.5,72.69274246575341,1.386605479452055,0.2031751369863013,AV__30_5,AV,78.0,0.5740625,0.7654166666666666,1608.0,2.48,55.0,32.0
31.0,95.3539,2.1606,0.31775,AV__31_0,AV,76.0,0.58125,0.775,1644.0,2.48,55.0,32.0
31.5,88.75603414634146,2.029929268292683,0.322875,AV__31_5,AV,110.0,0.4590625,0.6120833333333333,1692.5,2.48,55.0,32.0
32.0,95.4851,2.3923,0.328,AV__32_0,AV,144.0,0.336875,0.4491666666666667,1741.0,2.48,55.0,32.0
32.5,90.674,2.2139,0.333125,AV__32_5,AV,,,,,,,
33.0,95.37025483870967,2.142454838709678,0.33825,AV__33_0,AV,,,,,,,
33.5,96.24571812080539,2.142587919463088,0.343375,AV__33_5,AV,,,,,,,
34.0,93.07358724832217,2.063175167785236,0.3485,AV__34_0,AV,,,,,,,
34.5,89.90145637583895,1.983762416107383,0.353625,AV__34_5,AV,,,,,,,
35.0,86.72932550335571,1.904349664429531,0.35875,AV__35_0,AV,,,,,,,
35.5,83.55719463087249,1.824936912751678,0.363875,AV__35_5,AV,,,,,,,
36.0,80.38506375838926,1.745524161073826,0.369,AV__36_0,AV,,,,,,,
36.5,78.27418844221106,1.679312060301508,0.374125,AV__36_5,AV,,,,,,,
37.0,78.3344648241206,1.644349748743719,0.37925,AV__37_0,AV,,,,,,,
37.5,78.39474120603016,1.60938743718593,0.384375,AV__37_5,AV,,,,,,,
38.0,78.45501758793971,1.574425125628141,0.3895,AV__38_0,AV,,,,,,,
38.5,78.51529396984925,1.539462814070352,0.394625,AV__38_5,AV,,,,,,,
39.0,78.5755703517588,1.504500502512563,0.39975,AV__39_0,AV,,,,,,,
39.5,78.63584673366834,1.469538190954774,0.404875,AV__39_5,AV,,,,,,,
40.0,78.69612311557789,1.434575879396985,0.41,AV__40_0,AV,,,,,,,
40.5,83.2929,1.6017,0.415125,AV__40_5,AV,,,,,,,
0.5,1.446,0.0138,0.0063,DR__0_5,DR,,,,,2.48,50.0,27.0
1.0,7.7512,0.0587,0.0071,DR__1_0,DR,,,,,2.48,50.0,27.0
1.5,5.2157,0.046,0.0214,DR__1_5,DR,,,,,2.48,50.0,27.0
2.0,5.3036,0.0475,0.0304,DR__2_0,DR,,,,,2.48,50.0,27.0
2.5,6.0957,0.0506,0.0347,DR__2_5,DR,,,,,2.48,50.0,27.0
3.0,7.935893333333333,0.05558666666666667,0.03317,DR__3_0,DR,6.66666666666667,0.1327083333333333,0.1769444444444442,4.33333333333333,2.48,50.0,27.0
3.5,13.1654,0.0849,0.03175,DR__3_5,DR,5.333333333333335,0.1294791666666666,0.1726388888888888,5.666666666666665,2.48,50.0,27.0
4.0,17.1547,0.1227,0.04295,DR__4_0,DR,4.0,0.12625,0.1683333333333333,7.0,2.48,50.0,27.0
4.5,19.6534,0.1603,0.05425,DR__4_5,DR,4.0,0.15875,0.2116666666666667,9.0,2.48,50.0,27.0
5.0,21.4728,0.1787,0.06465,DR__5_0,DR,4.0,0.19125,0.255,11.0,2.48,50.0,27.0
5.5,20.6339,0.1873,0.07515,DR__5_5,DR,10.0,0.15875,0.2116666666666667,16.0,2.48,50.0,27.0
6.0,23.52597037037037,0.2076777777777778,0.07014444444444445,DR__6_0,DR,16.0,0.12625,0.1683333333333333,21.0,2.48,50.0,27.0
6.5,27.5827,0.2131,0.0607,DR__6_5,DR,32.0,0.123125,0.1641666666666667,37.5,2.48,50.0,27.0
7.0,29.4227,0.2517,0.0758,DR__7_0,DR,48.0,0.12,0.16,54.0,2.48,50.0,27.0
7.5,31.3559,0.2604,0.0905,DR__7_5,DR,62.0,0.12875,0.1716666666666666,88.5,2.48,50.0,27.0
8.0,48.4627,0.2837,0.1011,DR__8_0,DR,76.0,0.1375,0.1833333333333333,123.0,2.48,50.0,27.0
8.5,38.2854,0.2969,0.1074,DR__8_5,DR,80.0,0.1625,0.2166666666666666,162.5,2.48,50.0,27.0
9.0,34.9931447368421,0.2875315789473684,0.1112657894736842,DR__9_0,DR,84.0,0.1875,0.25,202.0,2.48,50.0,27.0
9.5,32.94100657894737,0.2741105263157895,0.1039302631578947,DR__9_5,DR,80.0,0.2390625,0.31875,237.5,2.48,50.0,27.0
10.0,30.88886842105263,0.2606894736842105,0.09659473684210527,DR__10_0,DR,76.0,0.290625,0.3875,273.0,2.48,50.0,27.0
10.5,34.406,0.3113,0.09680000000000001,DR__10_5,DR,78.0,0.313125,0.4175,310.0,2.48,50.0,27.0
11.0,35.9479,0.3714,0.114,DR__11_0,DR,80.0,0.335625,0.4475,347.0,2.48,50.0,27.0
